UF;cidade;publicacao;data_publicacao;link;titulo_publicacao;texto_contrato
Estado de Minas Gerais;Prefeitura Municipal de Piraúba;Edição Nº 122 de 30/06/2022 - Pág. 387;30/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-38/2022-inexigibilidade-n-10/2022-prc-n-54/2022-411627916;"
        Extrato de Contrato nº 38/2022 Inexigibilidade nº 10/2022- PRC nº 54/2022
      ";"Objeto: contratação da empresa detentora de exclusividade dos shows do artista RHUAN CONDÉ, para apresentação de show artístico musical durante a Exposição Agropecuária, que será realizada no período de 07 a 10 de julho de 2022, no Parque de Exposição ""Prefeito José Arinos Duarte Vieira"" no Município de Piraúba - MG a apresentação se dará no dia 08/07/2022, com duração de 03:00 (três horas). Empresa Contratada: ROSIMEIRE MARIA DE PAIVA 03460817690 - ME, devidamente inscrita no CNPJ n.º 27.942.478/0001-97, com sede na Rua Dr. Flávio Caiafa, n.º 217, bairro Nossa Senhora das Graças, CEP: 36.180-000, Rio Pomba - MG:, neste ato representada por sua representante legal, a Sra. Rosimeire Maria de Paiva portador da C. I nº MG 8.602.400 SSP/MG e devidamente inscrito no CPF sob o nº 034.608.176-90. Assinatura: 29/06/2022. Vigência: 29/06/2022 a 28/07/2022. Execução 08/07/2022. Valor: R$ 5.500,00 (Cinco mil e quinhentos reais) Dotação Orçamentária nº: 02.07.20.122.0006.2.024 - 3.3.90.39 - Exposição Agropecuária - Outros Serviços de Terceiros - Pessoa Jurídica. (Ficha 386)."
Estado da Paraíba;Prefeitura Municipal de Santa Luzia;Edição Nº 121 de 29/06/2022 - Pág. 359;29/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-411234753;"
        EXTRATO DE CONTRATO
      ";Contrato N°. 00133/2022 - Inexigibilidade nº 00020/2022 - Processo nº 00055/2022. Contratante: Prefeitura Municipal de Santa Luzia - PB, CNPJ N° 09.090.689/0001-67. Contratada: Balada Eventos e Produções Ltda, CNPJ: 21.363.253/0001-08. Objeto: Contratação do Cantor Gustavo Lima Referente a Show na noite do dia 26/06/2022, com duração de 02h20min de Show no Tradicional São João no município de Santa Luzia-PB. Valor Global: R$ 900.000,00 (Novecentos Mil Reais). Dotação Orçamentária: 02.070 - Secretaria de Cultura - 13.695.1037.2007 - Promoção de Eventos. 3390.39 - 1.501.0000 - Outros Serviços de Terceiros - Pessoa Jurídica. 3390.39 - 1.700.0000 - Outros Serviços de Terceiros - Pessoa Jurídica. Fundamento: Art. 25, Inciso Iii da Lei 8.666/93. Prazo de Vigência: 31/12/2022. Data do Contrato: 25 de Junho de 2022.
Estado da Paraíba;Prefeitura Municipal de Camalaú;Edição Nº 121 de 29/06/2022 - Pág. 354;29/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-411233305;"
        EXTRATO DE CONTRATO
      ";OBJETO: Contratação da apresentação artística da Banda Forró Kent, para se apresentar na festividade do São Pedro do Distrito de Pindurão, município de Camalaú-PB, no dia 08 de Julho de 2022. Duração do show: 03 horas. FUNDAMENTO LEGAL: Inexigibilidade de Licitação nº IN00007/2022. DOTAÇÃO: 02.0000 - EXECUTIVO 02.008-DPTº MUNICIPAL DE CULTURA,ESPORTE LAZER E TURISMO 02008.13.695.1013.2026 - DESENVOLVER AS ATIVIDADES DO TURISMO E CULTURA 3.3.90.39.00.00 OUTROS SERVICOS DE TERCEIROS-PESSOA JURIDICA 500. VIGÊNCIA: até 29/08/2022. PARTES CONTRATANTES: Prefeitura Municipal de Camalaú e: CT Nº 00107/2022 - 28.06.22 - MARLLON DOS SANTOS SARINS 14035158402 - R$ 6.000,00.
Estado do Pará;Prefeitura Municipal de Parauapebas;Edição Nº 121 de 29/06/2022 - Pág. 348;29/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-411229855;"
        EXTRATO DE CONTRATO
      ";Contrato nº 20220532Origem Inexigibilidade nº 6/2022-07SECULTContratante Secretaria Municial de CulturaContratada(O) Tony Show Produções EireliObjeto Contratação de Artistas Locais Para Apresentações Musicais Ao Vivo, Na Programação do Festival Junino Jeca Tatu, do Município de Parauapebas, Nos Dias 22 A 26 de Junho de 2022Valor Total R$ 7.000,00 (Sete Mil Reais)Vigência 30 (Trinta) Dias, Contados A Partir da Assinatura das Partes.Data da Emissão 22 de Junho de 2022.
Estado de Minas Gerais;Prefeitura Municipal de Piraúba;Edição Nº 121 de 29/06/2022 - Pág. 332;29/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-37/2022-411221297;"
        Extrato de Contrato nº 37/2022
      ";"Inexigibilidade n.º 009/2022- PRC n.º 053/2022Objeto: contratação da empresa detentora de exclusividade dos shows dos artistas da BANDA HALLS para apresentação de show artístico musical durante a Exposição Agropecuária, que será realizada no período de 07 a 10 de julho de 2022, no Parque de Exposição ""Prefeito José Arinos Duarte Vieira"" no Município de Piraúba - MG a apresentação se dará no dia 08/07/2022, com duração de 02:00 (duas horas). Empresa Contratada: CLODOALDO PAIVA 05338481642 - ME, inscrita no CNPJ sob o Nº 43.564.968/0001-53, com sede na Rua Mário Felipe dos Santos, n.º 280, bairro Sobradinho, CEP: 36.501-270, Ubá - MG, neste ato representada por seu representante legal, o Sr. Clodoaldo Paiva, portador da C. I nº MG 11876464 SSP/MG e devidamente inscrito no CPF sob o nº 053.384.816-42. Assinatura: 28/06/2022. Vigência: 28/06/2022 a 27/07/2022. Execução 08/07/2022. Valor: R$ 16.000,00 (Dezesseis mil reais) Dotação Orçamentária nº: 02.07.20.122.0006.2.024 - 3.3.90.39 - Exposição Agropecuária - Outros Serviços de Terceiros - Pessoa Jurídica. (Ficha 386)."
Estado de Alagoas;Prefeitura Municipal de Ouro Branco;Edição Nº 121 de 29/06/2022 - Pág. 280;29/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-411191483;"
        EXTRATO DE CONTRATO
      ";DISPENSA DE LICITAÇÃO N° 22/2022OBJETO: Aquisição de Contratação do Cantor Zé de Almeida para apresentação de show Artístico no (um) veículo Pick-up 0km, cabine dupla 4x4(Diesel): Motorização/câmbio/tipo de direção/ar condicionado/ trio elétrico/acessório: mínimo de 140CV/manual/hidráulica ou elétrica/possui/protetor de caçamba, para atender as necessidades da Secretaria Municipal de Saúde do Município de Ouro Branco/AL. CONTRATADA: GRANDE RIO VEÍCULOS LTDA, inscrita no CNPJ/MF de nº 00.416.698/0001-20, sediada a Rod. Engenheiro Joaquim Gonçalves, nº170, KM Dom Constantino, Penedo/AL, CEP: 57.200-00, VALOR R$ 205.000,00, FUNDAMENTAÇÃO LEGAL: art. 24, inciso V, da Lei nº 8.666/93, e suas alterações subsequentes. PRAZO DE VIGÊNCIA: até 31(trinta e um) de dezembro, contados da data de sua assinatura e publicação. RECURSOS: Federal e Próprios.
Estado de Minas Gerais;Prefeitura Municipal de Cachoeira de Minas;Edição Nº 120 de 28/06/2022 - Pág. 266;28/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-410935316;"
        EXTRATO DE CONTRATO
      ";"Contrato n.º 107/2022: ADRIANO ROGERIO DOMICIANO - ME. Objeto: Contratação de show musical com ""Tonho Prado"", para a Comemoração da Festa de São João Batista, no dia 24 de Junho do corrente ano. Processo Licitatório n.º 123/2022 - Inexigibilidade n.º 009/22. Vigência: 15/06/2022 a 31/07/2022. Dotação Orçamentária: 02.09.01.13.392.1301.2.035.339039-503. Valor total: R$ 9.500,00 (Nove Mil e Quinhentos Reais)."
Estado do Pará;PREFEITURA MUNICIPAL DE CANAÃ DOS CARAJÁS;Edição Nº 120 de 28/06/2022 - Pág. 281;28/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-410861474;"
        EXTRATO DE CONTRATO
      ";CONTRATO Nº: 20229845ORIGEM: INEXIGIBILIDADE Nº 143/2022/PMCCCONTRATANTE.: PREFEITURA MUNICIPAL DE CANAÃ DOS CARAJÁS,CONTRATADA(O): NAIARA DE FATIMA AZEVEDO - PRODUÇÕES ARTISTICAS,OBJETO: Contratação de evento artístico de SHOW da artista NAIARA AZEVEDO, para o dia 08 de outubro de 2022 em alusão à semana de Comemoração aos 28 ANOS de CANAÃ DOS CARAJÁS no município de Canaã dos Carajás- PA,VALOR TOTAL.: R$ 200.000,00 (duzentos mil reais),PROGRAMA DE TRABALHO.: Exercício 2022 Atividade 1003.041221315.2.010 Realizar Eventos e Datas Comemorativas , Classificação econômica 3.3.90.39.00 Outros serv. de terc. pessoa jurídica, Subelemento 3.3.90.39.22, no valor de R$ 200.000,00,VIGÊNCIA.: 02 de Junho de 2022 a 02 de Junho de 2023,DATA DA ASSINATURA: 02 de Junho de 2022.
Estado de Mato Grosso;Prefeitura Municipal de Alto Araguaia;Edição Nº 119 de 27/06/2022 - Pág. 205;27/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-99/2022-410592457;"
        extrato de Contrato nº 99/2022
      ";"Contratada: E M Da Silva Ltda. Objeto: O presente contrato tem por objeto a Contratação de Empresa especializada na Produção completa do evento com Show Pirotécnico completo para Rodeio e Show piro musical; Contratação de palhaços animadores de arena e Equipe especializada em Salva - Vidas: 03 (três) homens Profissionais competentes, apoiando e dando suporte de segurança para os atletas do esporte Rodeio, sendo utilizado os 03 (três) em cada noite. Prazo: O prazo do presente Contrato é de 192 (cento e noventa e dois) dias a partir da data de contratação e realização do serviço até 31/12/2022, a execução dos serviços será a partir da Ordem de Inicio do Secretário, prorrogável no interesse das partes até o máximo permitido em lei. Valor Total: O Valor total deste contrato, ou seja, o valor limite a ser pago pelos serviços contratados importa em R$ 16.000,00 (Dezesseis mil reais). Data: 22/06/2022."
Estado do Amazonas;Prefeitura Municipal de Apuí;Edição Nº 119 de 27/06/2022 - Pág. 179;27/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-410583285;"
        EXTRATO DE CONTRATO
      ";"Espécie: Termo de Contrato n.º 031/2022. Inexigibilidade n.º 003/2022.Contratante: Prefeitura Municipal de Apuí/AM.Contratada: Francisco Tiago de Souza Magalhaes 01203073160 / Ayala e Julio Cesar Produções, CNPJ sob. o n.º 41.174.901/0001-87.Objeto: Show de estilo sertanejo universitário com a dupla ""Ayala e Júlio Cesar"".Valor: R$ 40.000,00 (quarenta mil reais).Vigência: 21/06/2022 á 18/09/2022.Unidade Orçamentária: 02.07-Secretaria Municipal de Produção e abastecimentoProjeto/Atividade: 23.692.0124.2047- Realização de Feira Agropecuária.Elemento de Despesa: 33.90.39.00 - Outros Serviços de Terceiros - Pessoa Jurídica.Fonte: 10 - (Recurso Ordinário).Ficha: 247.Data: 21/06/2022."
Estado da Bahia;Prefeitura Municipal de Nova Viçosa;Edição Nº 119 de 27/06/2022 - Pág. 184;27/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-410521443;"
        EXTRATO DE CONTRATO
      ";"*REPUBLICAÇÃOContrato nº 057/2022 - Contratante: MUNICÍPIO DE NOVA VIÇOSA - CNPJ: 13.761.531/0001-49 - Contratada: MAIS MUSIC - GRAVACAO, EDICAO E PRODUCAO MUSICAL EIRELI ME - CNPJ: 23.524.867/0001-41 - Objeto: Contratação de show artístico musical do cantor Léo Magalhães, durante o evento ""Forró do Asfalto"", com apresentação no dia 22/07/2022, na sede do Município de Nova Viçosa/BA. - Vigência: 18/05/2022 até 31/07/2022. - Valor: R$ 170.000,00 (Cento e setenta mil reais). - Base Legal: Art. 74, II, da Lei Federal 14.133/2021 - Processo Administrativo nº. 116/2022 - Inexigibilidade de Licitação n°. 046/2022. - Signatários: pela Contratante - Luciana Sousa Machado Rodrigues; pela Contratada - Arlei Rocha do Bonfim. - Data da Assinatura: 18/05/2022."
Estado do Amapá;Prefeitura Municipal de Vitória do Jari;Edição Nº 119 de 27/06/2022 - Pág. 179;27/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-410516381;"
        EXTRATO DE CONTRATO
      ";PROCESSO ADMINISTRATIVO Nº 002/2022-PMVJ -PMVJ, E ANEXOS DA INEXIGIBILIDADE DE LICITAÇÃO Nº 001/2022-CPLCSO/PMVJ. Objeto: CONTRATAÇÃO DE SHOW ARTÍSTICO DE ATRAÇÃO NACIONAL WANDERLEY ANDRADE PARA A REALIZAÇÃO ALUSIVA DA FESTIVIDADE DE SÃO SEBASTIÃO, EM JARILÂNDIA, DISTRITO DO MUNICÍPIO DE VITÓRIA DO JARI/AP. Contratada: a empresa J. C. S. PRODUÇÕES E EVENTOS, CNPJ nº. 36.930.760/0001-45, estabelecida na Rua Liberdade, nº. 634, Agreste, Cidade Laranjal do Jari, Estado Amapá, CEP 68.920-000. Valor do Contrato: R$ 35.000,00 (trinta e cinco mil reais). Amparo Legal: Art. 25, inciso III da Lei 8.666 de 21 de junho de 1993, com alterações posteriores.
Estado do Pará;Prefeitura Municipal de São João do Araguaia;Edição Nº 118 de 24/06/2022 - Pág. 330;24/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-inexigibilidade-de-licitacao-410307380;"
        EXTRATO DE INEXIGIBILIDADE DE LICITAÇÃO
      ";"Processo: Inexigibilidade Nº 002/2022-PMSJA. Contratante: Prefeitura de Municipal de São João do Araguaia. Contratada: MF SERVICOS DE APOIO ADMINISTRATIVO LTDA, CNPJ/MF 22.413.698/0001-00. Objeto: CONTRATACAO DE EMPRESA ESPECIALIZADA PARA REALIZACAO DO SHOW DA ARTISTA MARCIA FELIPE, DESTINADO AO VERANEIO 2022 - PRAIA DO PORTO NO MUNICIPIO DE SAO JOAO DO ARAGUAIA / PA. Valor Total: R$130.000,00 Cento e trinta mil reais). Fundamento Legal: art. 25, inciso III da Lei nº 8.666/93, de 21 de junho de 1993, e suas posteriores alterações. Programa de Trabalho: Exercício 2022 Atividade 13.392.0002.2-020 Manutenção da Sec.de Cultura, Desporto e Lazer, econômica 3.3.90.39.00 Outros Serv. de Terc. Pessoa Jurídica. Ratificado: por MARCELLANNE CRISTINA CARNEIRO SOBRAL- Prefeita, em 23/06/2022.Contrato Nº: 0206230001, Origem: Inexigibilidade nº 002/2022-PMSJA, Contratante: Prefeitura de Municipal de São João do Araguaia. Contratada: MF SERVICOS DE APOIO ADMINISTRATIVO LTDA, CNPJ/MF 22.413.698/0001-00. Objeto: CONTRATACAO DE EMPRESA ESPECIALIZADA PARA REALIZACAO DO SHOW DA ARTISTA MARCIA FELIPE, DESTINADO AO VERANEIO 2022 - PRAIA DO PORTO NO MUNICIPIO DE SAO JOAO DO ARAGUAIA / PA. Programa de Trabalho: Atividade Exercício 2022 Atividade 13.392.0002.2-020 Manutenção da Sec.de Cultura, Desporto e Lazer, econômica 3.3.90.39.00 Outros Serv. de Terc. Pessoa Jurídica, no valor de R$ 130.000,00; VIGÊNCIA: 23 de Junho de 2022 a 31 de Dezembro de 2022. DATA DA ASSINATURA: 23 de Junho de 2022. Marcellanne Cristina Sobral Martins"
Estado de Minas Gerais;Prefeitura Municipal de Tumiritinga;Edição Nº 118 de 24/06/2022 - Pág. 313;24/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-410303322;"
        EXTRATO DE CONTRATO
      ";Extrato de contrato nº 43/2022 - Prefeitura Municipal de Tumiritinga/MG x Carlos roberto cordeiro. Inexigibilidade nº 09/2022 - PL 62/2022 - o objeto da presente licitação é a contratação show artístico musical do cantor tau brasil a ser realizado no dia 04/06/2022 no Município de Tumiritinga-Mg. Valor 13.000,00 .
Estado de Minas Gerais;Prefeitura Municipal de Tumiritinga;Edição Nº 118 de 24/06/2022 - Pág. 313;24/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-410213214;"
        EXTRATO DE CONTRATO
      ";Extrato de contrato nº 42/2022 - Prefeitura Municipal de Tumiritinga/MG x Garganta de ouro produções artísticas ltda. Inexigibilidade nº 08/2022 - PL 61/2022 - o objeto da presente licitação é a contratação show artístico musical da dupla os garganta de ouro a ser realizado no dia 26/06/2022 no Município de Tumiritinga-Mg. Valor 35.000,00
Estado de Mato Grosso;Prefeitura Municipal de Alto Araguaia;Edição Nº 117 de 23/06/2022 - Pág. 263;23/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-97/2022-409983728;"
        EXTRATO DE Contrato Nº 97/2022
      ";"Contratada: C&amp;C Produções E Shows Ltda. Objeto: O presente contrato tem por objeto a contratação de Show com a dupla Cleber e Cauan, para o dia 25/06/2022, show com duração de 02:00 horas (Duas horas), no município de Alto Araguaia - MT, para apresentação na 16ª Exposição Agropecuária de Alto Araguaia (EXPOAIA). Prazo: A vigência do contrato é de 71 (setenta e um) dias até a data de 31/08/2022 e o Show será realizado impreterivelmente no dia 22/06/2022, em apresentação na 16ª exposição agropecuária de Alto Araguaia (EXPOAIA). Valor Total: O valor total do objeto deste contrato é R$ 160.000,00 (cento e sessenta mil reais). Nesse valor está incluso: Show. O pagamento será efetuado em uma parcela. Data: 21/06/2022."
Estado de Mato Grosso;Prefeitura Municipal de Alto Araguaia;Edição Nº 117 de 23/06/2022 - Pág. 263;23/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-96/2022-409963590;"
        EXTRATO DE Contrato Nº 96/2022
      ";"Contratada: D&amp;A Produções Artísticas Ltda. Objeto: O presente contrato tem por objeto a contratação de Show com o artista Diego E Arnaldo, para o dia 24/06/2022, show com duração de 01H:40 (Uma hora e 40 minutos), no município de Alto Araguaia - MT, para apresentação na 16ª Exposição Agropecuária de Alto Araguaia (Expoaia). Prazo: A vigência do contrato é de 71 (setenta e um) dias até a data de 31/08/2022 e o Show será realizado impreterivelmente no dia 22/06/2022, em apresentação na 16ª exposição agropecuária de Alto Araguaia (Expoaia). Valor Total: O valor total do objeto deste contrato é R$ 150.000,00 (cento e cinquenta mil reais). Nesse valor está incluso: Show. O pagamento será efetuado em uma parcela. Data: 21/06/2022."
Estado de Mato Grosso;Prefeitura Municipal de Alto Araguaia;Edição Nº 117 de 23/06/2022 - Pág. 263;23/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-95/2022-409866790;"
        EXTRATO DE Contrato Nº 95/2022
      ";Contratada: Maa Produções Artisticas Eireli. Objeto: O presente contrato tem por objeto a contratação de Show com a dupla Humberto e Ronaldo, para o dia 23/06/2022, show com duração de 01:30 horas (Uma hora e trinta minutos), no município de Alto Araguaia - MT, para apresentação na 16ª Exposição Agropecuária de Alto Araguaia (Expoaia). Prazo: A vigência do contrato é de 71 (setenta e um) dias até a data de 31/08/2022 e o Show será realizado impreterivelmente no dia 22/06/2022, em apresentação na 16ª exposição agropecuária de Alto Araguaia (Expoaia). Valor Total: O valor total do objeto deste contrato é R$ 155.000,00 (cento e cinquenta e cinco mil reais). Nesse valor está incluso: Show. O pagamento será efetuado em uma parcela. Data: 21/06/2022.
Estado do Pará;Prefeitura Municipal de Xinguara;Edição Nº 116 de 22/06/2022 - Pág. 290;22/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-409647803;"
        EXTRATO DE CONTRATO
      ";"PROCESSO ADMINISTRATIVO DE LICITAÇÃO Nº 076/2022/PMX.INEXIGIBILIDADE DE LICITAÇÃO Nº 015/2022/PMX.CONTRATO DE LOCAÇÃO DE SERVIÇOS DE APRESENTAÇÃO ARTÍSTICA Nº 162/2022/PMX.OBJETO: PRESTAÇÃO DE SERVIÇOS ARTÍSTICOS, com a apresentação do show da cantora MANU BAHTIDÃO e todos os componentes da equipe de operação técnica, no dia 22 de julho de 2022, com início a partir das 23H00 horas, na Praia do Pontão situada no Distrito São José do Araguaia, em comemoração ao Veraneio Praia do Pontão, deste Município de Xinguara, Estado do Pará.VALOR GLOBAL: de R$ 100.000,00 (cem mil reais),LOA DO EXERCÍCIO DE 202201 - Secretaria Municipal de Governo04.392.0003.2201 - PROMOÇÃO DE EVENTOS NA ""PRAIA DO PONTÃO""3.3.90.39. - Outros Serviços de Terceiros - Pessoa Jurídica.CONTRATANTE: o Município de Xinguara, inscrito no CNPJ(MF) sob o nº 04.144.150/0001-20, com sede à Praça Vitória Régia, s/nº, Centro, Xinguara - Pará, representado pelo seu Prefeito, Dr. MOACIR PIRES DE FARIA.CONTRATADO: M A PRODUCAO DE EVENTOS LIMITADA, estabelecida a Rua Senador Manoel Barata, nº 105, bairro Campina Centro, município de Belém - PA, CEP. 68383-000, inscrita no CNPJ sob o nº 34.397.039/0001-79."
Estado do Pará;Prefeitura Municipal de Xinguara;Edição Nº 116 de 22/06/2022 - Pág. 290;22/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-409544678;"
        EXTRATO DE CONTRATO
      ";"PROCESSO ADMINISTRATIVO DE LICITAÇÃO Nº 076/2022/PMX.INEXIGIBILIDADE DE LICITAÇÃO Nº 015/2022/PMX.CONTRATO DE LOCAÇÃO DE SERVIÇOS DE APRESENTAÇÃO ARTÍSTICA Nº 162/2022/PMX.OBJETO: PRESTAÇÃO DE SERVIÇOS ARTÍSTICOS, com a apresentação do show da cantora MANU BAHTIDÃO e todos os componentes da equipe de operação técnica, no dia 22 de julho de 2022, com início a partir das 23H00 horas, na Praia do Pontão situada no Distrito São José do Araguaia, em comemoração ao Veraneio Praia do Pontão, deste Município de Xinguara, Estado do Pará.VALOR GLOBAL: de R$ 100.000,00 (cem mil reais),LOA DO EXERCÍCIO DE 202201 - Secretaria Municipal de Governo04.392.0003.2201 - PROMOÇÃO DE EVENTOS NA ""PRAIA DO PONTÃO""3.3.90.39. - Outros Serviços de Terceiros - Pessoa Jurídica.CONTRATANTE: o Município de Xinguara, inscrito no CNPJ(MF) sob o nº 04.144.150/0001-20, com sede à Praça Vitória Régia, s/nº, Centro, Xinguara - Pará, representado pelo seu Prefeito, Dr. MOACIR PIRES DE FARIA.CONTRATADO: M A PRODUCAO DE EVENTOS LIMITADA, estabelecida a Rua Senador Manoel Barata, nº 105, bairro Campina Centro, município de Belém - PA, CEP. 68383-000, inscrita no CNPJ sob o nº 34.397.039/0001-79."
Estado de Mato Grosso;Prefeitura Municipal de Alto Araguaia;Edição Nº 116 de 22/06/2022 - Pág. 257;22/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-n-94/2022-409525234;"
        EXTRATO DE Contrato Nº 94/2022
      ";Contratada: Bruto Memo Produções Artisticas Ltda. Objeto: O presente contrato tem por objeto a contratação de Show com a dupla Bruno e Barretto, para o dia 22/06/2022, show com duração de 01:30 (Uma hora e trinta minutos), para apresentação na 16ª exposição agropecuária de Alto Araguaia (EXPOAIA), no dia 22 de junho de 2022. Prazo: A vigência do contrato é de 71 (setenta e um) dias até a data de 31/08/2022 e o Show será realizado impreterivelmente no dia 22/06/2022, em apresentação na 16ª exposição agropecuária de Alto Araguaia (EXPOAIA). Valor Total: O valor total do objeto deste contrato é R$ 160.000,00 (Cento e sessenta mil reais). Nesse valor está incluso: Show. O pagamento será efetuado em uma parcela.Data: 21/06/2022.
Estado da Paraíba;Prefeitura Municipal de Santa Luzia;Edição Nº 114 de 20/06/2022 - Pág. 328;20/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-408867774;"
        EXTRATO DE CONTRATO
      ";CONTRATO N°. 00129/2022 - INEXIGIBILIDADE Nº 00017/2022 - PROCESSO Nº 00048/2022CONTRATANTE: PREFEITURA MUNICIPAL DE SANTA LUZIA - PB, CNPJ N° 09.090.689/0001-67.CONTRATADA: ZE FELIPE SHOW MUSIC LTDA, CNPJ: 26.940.667/0001-68.OBJETO: Contratação do Cantor ZÉ FELIPE para realização de Show na noite do dia 24/06/2022, com duração de 01h30min de Show no Tradicional São João no município de Santa Luzia-PB.VALOR GLOBAL: R$ 330.000,00 (trezentos e trinta mil reais).DOTAÇÃO ORÇAMENTÁRIA: 02.070 - SECRETARIA DE CULTURA - 13.695.1037.2007 - Promoção de Eventos - 3390.39 - 1500-0000 - Outros Serviços de Terceiros - Pessoa Jurídica. FUNDAMENTO: Art. 25, inciso III da Lei 8.666/93. PRAZO DE VIGÊNCIA: 13/06/2022 a 31/12/2022. DATA DO CONTRATO: 13 de junho de 2022.
Estado da Paraíba;Prefeitura Municipal de Santa Luzia;Edição Nº 114 de 20/06/2022 - Pág. 328;20/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-408843516;"
        EXTRATO DE CONTRATO
      ";CONTRATO N°. 00132/2022 - INEXIGIBILIDADE Nº 00019/2022 - PROCESSO Nº 00050/2022CONTRATANTE: PREFEITURA MUNICIPAL DE SANTA LUZIA - PB, CNPJ N° 09.090.689/0001-67.CONTRATADA: ROSINALDO DE LIMA CUNHA 04606702478, CNPJ: 14.827.958/0001-65.OBJETO: Contratação do Cantor NALDINHO CUNHA para realização de Show na noite do dia 24/06/2022, com duração de 02h30min de Show no Tradicional São João no município de Santa Luzia-PB.VALOR GLOBAL: R$ 6.500,00 (seis mil e quinhentos reais).DOTAÇÃO ORÇAMENTÁRIA: 02.070 - SECRETARIA DE CULTURA - 13.695.1037.2007 - Promoção de Eventos - 3390.39 - 1500-0000 - Outros Serviços de Terceiros - Pessoa Jurídica. FUNDAMENTO: Art. 25, inciso III da Lei 8.666/93. PRAZO DE VIGÊNCIA: 15/06/2022 a 31/12/2022. DATA DO CONTRATO: 15 de junho de 2022.
Estado da Paraíba;Prefeitura Municipal de Santa Luzia;Edição Nº 114 de 20/06/2022 - Pág. 328;20/06/2022;https://www.in.gov.br/web/dou/-/extrato-de-contrato-408843116;"
        EXTRATO DE CONTRATO
      ";CONTRATO N°. 00127/2022 - INEXIGIBILIDADE Nº 00016/2022 - PROCESSO Nº 00047/2022CONTRATANTE: PREFEITURA MUNICIPAL DE SANTA LUZIA - PB, CNPJ N° 09.090.689/0001-67.CONTRATADA: GIULLIAN MONTE HENRIQUE, CNPJ: 14.898.657/0001-22OBJETO: Contratação do Cantor GIULLIAN MONTE para realização de Show na noite do dia 25/06/2022, com duração de 01h30min de Show no Tradicional São João no município de Santa Luzia-PB.VALOR GLOBAL: R$ 18.000,00 (dezoito mil reais)DOTAÇÃO ORÇAMENTÁRIA: 02.070 - SECRETARIA DE CULTURA - 13.695.1037.2007 - Promoção de Eventos - 3390.39 - 1500-0000 - Outros Serviços de Terceiros - Pessoa Jurídica. FUNDAMENTO: Art. 25, inciso III da Lei 8.666/93. PRAZO DE VIGÊNCIA: 06/06/2022 a 31/12/2022. DATA DO CONTRATO: 06 de junho de 2022.
